     t      	     M      	     rh     	     rc     	     rJ     	     rv     	     x      	     y      
+1.34760e+04	+1.94742e+03	+4.33864e+00	+1.06990e-01	+3.09026e+01	+4.22353e+00	-2.67638e+03	+1.61941e+04
+1.34770e+04	+1.94698e+03	+4.33823e+00	+1.06993e-01	+3.10718e+01	+4.22316e+00	-2.83942e+03	+1.62501e+04
+1.34780e+04	+1.94653e+03	+4.33784e+00	+1.06996e-01	+3.12408e+01	+4.22279e+00	-3.00219e+03	+1.63045e+04
+1.34790e+04	+1.94609e+03	+4.33746e+00	+1.07000e-01	+3.14095e+01	+4.22244e+00	-3.16469e+03	+1.63575e+04
+1.34800e+04	+1.94566e+03	+4.33709e+00	+1.07004e-01	+3.15779e+01	+4.22210e+00	-3.32691e+03	+1.64091e+04
+1.34810e+04	+1.94522e+03	+4.33674e+00	+1.07007e-01	+3.17461e+01	+4.22177e+00	-3.48883e+03	+1.64592e+04
+1.34820e+04	+1.94479e+03	+4.33640e+00	+1.07012e-01	+3.19139e+01	+4.22146e+00	-3.65046e+03	+1.65078e+04
+1.34830e+04	+1.94436e+03	+4.33607e+00	+1.07016e-01	+3.20815e+01	+4.22115e+00	-3.81177e+03	+1.65551e+04
+1.34840e+04	+1.94394e+03	+4.33576e+00	+1.07021e-01	+3.22487e+01	+4.22086e+00	-3.97277e+03	+1.66010e+04
+1.34850e+04	+1.94351e+03	+4.33546e+00	+1.07026e-01	+3.24156e+01	+4.22058e+00	-4.13343e+03	+1.66455e+04
+1.34860e+04	+1.94309e+03	+4.33517e+00	+1.07031e-01	+3.25822e+01	+4.22032e+00	-4.29376e+03	+1.66886e+04
+1.34870e+04	+1.94267e+03	+4.33489e+00	+1.07036e-01	+3.27484e+01	+4.22006e+00	-4.45374e+03	+1.67304e+04
+1.34880e+04	+1.94226e+03	+4.33463e+00	+1.07042e-01	+3.29143e+01	+4.21982e+00	-4.61337e+03	+1.67709e+04
+1.34890e+04	+1.94185e+03	+4.33437e+00	+1.07047e-01	+3.30798e+01	+4.21959e+00	-4.77264e+03	+1.68100e+04
+1.34900e+04	+1.94144e+03	+4.33413e+00	+1.07053e-01	+3.32450e+01	+4.21936e+00	-4.93154e+03	+1.68479e+04
+1.34910e+04	+1.94103e+03	+4.33390e+00	+1.07060e-01	+3.34097e+01	+4.21915e+00	-5.09006e+03	+1.68845e+04
+1.34920e+04	+1.94062e+03	+4.33367e+00	+1.07066e-01	+3.35741e+01	+4.21895e+00	-5.24820e+03	+1.69198e+04
+1.34930e+04	+1.94022e+03	+4.33346e+00	+1.07073e-01	+3.37381e+01	+4.21876e+00	-5.40596e+03	+1.69538e+04
+1.34940e+04	+1.93982e+03	+4.33326e+00	+1.07079e-01	+3.39017e+01	+4.21858e+00	-5.56332e+03	+1.69866e+04
+1.34950e+04	+1.93942e+03	+4.33308e+00	+1.07086e-01	+3.40649e+01	+4.21841e+00	-5.72027e+03	+1.70182e+04
+1.34960e+04	+1.93903e+03	+4.33290e+00	+1.07093e-01	+3.42277e+01	+4.21825e+00	-5.87682e+03	+1.70486e+04
+1.34970e+04	+1.93863e+03	+4.33273e+00	+1.07101e-01	+3.43900e+01	+4.21810e+00	-6.03296e+03	+1.70778e+04
+1.34980e+04	+1.93824e+03	+4.33257e+00	+1.07108e-01	+3.45519e+01	+4.21796e+00	-6.18868e+03	+1.71058e+04
+1.34990e+04	+1.93785e+03	+4.33242e+00	+1.07116e-01	+3.47134e+01	+4.21783e+00	-6.34397e+03	+1.71326e+04
+1.35000e+04	+1.93747e+03	+4.33228e+00	+1.07124e-01	+3.48745e+01	+4.21771e+00	-6.49884e+03	+1.71583e+04
+1.35010e+04	+1.93708e+03	+4.33215e+00	+1.07132e-01	+3.50351e+01	+4.21760e+00	-6.65327e+03	+1.71828e+04
+1.35020e+04	+1.93670e+03	+4.33203e+00	+1.07140e-01	+3.51953e+01	+4.21750e+00	-6.80727e+03	+1.72062e+04
+1.35030e+04	+1.93632e+03	+4.33192e+00	+1.07149e-01	+3.53550e+01	+4.21740e+00	-6.96082e+03	+1.72285e+04
+1.35040e+04	+1.93594e+03	+4.33182e+00	+1.07157e-01	+3.55143e+01	+4.21732e+00	-7.11393e+03	+1.72497e+04
+1.35050e+04	+1.93557e+03	+4.33173e+00	+1.07166e-01	+3.56731e+01	+4.21724e+00	-7.26658e+03	+1.72698e+04
+1.35060e+04	+1.93519e+03	+4.33165e+00	+1.07175e-01	+3.58314e+01	+4.21718e+00	-7.41878e+03	+1.72887e+04
+1.35070e+04	+1.93482e+03	+4.33157e+00	+1.07184e-01	+3.59893e+01	+4.21712e+00	-7.57052e+03	+1.73067e+04
+1.35080e+04	+1.93445e+03	+4.33151e+00	+1.07193e-01	+3.61467e+01	+4.21707e+00	-7.72180e+03	+1.73235e+04
+1.35090e+04	+1.93408e+03	+4.33145e+00	+1.07203e-01	+3.63036e+01	+4.21702e+00	-7.87262e+03	+1.73394e+04
+1.35100e+04	+1.93371e+03	+4.33140e+00	+1.07212e-01	+3.64600e+01	+4.21699e+00	-8.02296e+03	+1.73542e+04
+1.35110e+04	+1.93335e+03	+4.33136e+00	+1.07222e-01	+3.66159e+01	+4.21696e+00	-8.17283e+03	+1.73679e+04
+1.35120e+04	+1.93299e+03	+4.33133e+00	+1.07232e-01	+3.67714e+01	+4.21694e+00	-8.32222e+03	+1.73807e+04
+1.35130e+04	+1.93263e+03	+4.33130e+00	+1.07242e-01	+3.69263e+01	+4.21693e+00	-8.47114e+03	+1.73924e+04
+1.35140e+04	+1.93227e+03	+4.33128e+00	+1.07252e-01	+3.70808e+01	+4.21693e+00	-8.61957e+03	+1.74032e+04
+1.35150e+04	+1.93191e+03	+4.33128e+00	+1.07262e-01	+3.72347e+01	+4.21694e+00	-8.76752e+03	+1.74130e+04
+1.35160e+04	+1.93155e+03	+4.33127e+00	+1.07273e-01	+3.73882e+01	+4.21695e+00	-8.91498e+03	+1.74218e+04
+1.35170e+04	+1.93120e+03	+4.33128e+00	+1.07283e-01	+3.75411e+01	+4.21697e+00	-9.06196e+03	+1.74297e+04
+1.35180e+04	+1.93085e+03	+4.33129e+00	+1.07294e-01	+3.76935e+01	+4.21699e+00	-9.20844e+03	+1.74366e+04
+1.35190e+04	+1.93050e+03	+4.33132e+00	+1.07305e-01	+3.78455e+01	+4.21703e+00	-9.35442e+03	+1.74426e+04
+1.35200e+04	+1.93015e+03	+4.33134e+00	+1.07316e-01	+3.79969e+01	+4.21707e+00	-9.49991e+03	+1.74476e+04
+1.35210e+04	+1.92980e+03	+4.33138e+00	+1.07327e-01	+3.81478e+01	+4.21712e+00	-9.64490e+03	+1.74518e+04
+1.35220e+04	+1.92946e+03	+4.33142e+00	+1.07338e-01	+3.82981e+01	+4.21717e+00	-9.78939e+03	+1.74550e+04
+1.35230e+04	+1.92911e+03	+4.33147e+00	+1.07349e-01	+3.84480e+01	+4.21723e+00	-9.93337e+03	+1.74573e+04
+1.35240e+04	+1.92877e+03	+4.33153e+00	+1.07361e-01	+3.85973e+01	+4.21730e+00	-1.00769e+04	+1.74588e+04
+1.35250e+04	+1.92843e+03	+4.33159e+00	+1.07373e-01	+3.87461e+01	+4.21737e+00	-1.02198e+04	+1.74593e+04
+1.35260e+04	+1.92809e+03	+4.33166e+00	+1.07384e-01	+3.88943e+01	+4.21745e+00	-1.03623e+04	+1.74590e+04
+1.35270e+04	+1.92775e+03	+4.33174e+00	+1.07396e-01	+3.90421e+01	+4.21754e+00	-1.05042e+04	+1.74579e+04
+1.35280e+04	+1.92742e+03	+4.33182e+00	+1.07408e-01	+3.91893e+01	+4.21763e+00	-1.06457e+04	+1.74559e+04
+1.35290e+04	+1.92708e+03	+4.33191e+00	+1.07420e-01	+3.93359e+01	+4.21773e+00	-1.07866e+04	+1.74530e+04
+1.35300e+04	+1.92675e+03	+4.33201e+00	+1.07433e-01	+3.94821e+01	+4.21784e+00	-1.09270e+04	+1.74493e+04
+1.35310e+04	+1.92642e+03	+4.33211e+00	+1.07445e-01	+3.96276e+01	+4.21795e+00	-1.10669e+04	+1.74448e+04
+1.35320e+04	+1.92609e+03	+4.33222e+00	+1.07457e-01	+3.97727e+01	+4.21807e+00	-1.12063e+04	+1.74395e+04
+1.35330e+04	+1.92576e+03	+4.33233e+00	+1.07470e-01	+3.99172e+01	+4.21819e+00	-1.13452e+04	+1.74334e+04
+1.35340e+04	+1.92543e+03	+4.33245e+00	+1.07483e-01	+4.00612e+01	+4.21832e+00	-1.14835e+04	+1.74264e+04
+1.35350e+04	+1.92510e+03	+4.33258e+00	+1.07495e-01	+4.02046e+01	+4.21846e+00	-1.16214e+04	+1.74187e+04
+1.35360e+04	+1.92478e+03	+4.33271e+00	+1.07508e-01	+4.03475e+01	+4.21860e+00	-1.17587e+04	+1.74102e+04
+1.35370e+04	+1.92445e+03	+4.33285e+00	+1.07521e-01	+4.04898e+01	+4.21874e+00	-1.18954e+04	+1.74010e+04
+1.35380e+04	+1.92413e+03	+4.33299e+00	+1.07534e-01	+4.06316e+01	+4.21889e+00	-1.20317e+04	+1.73909e+04
+1.35390e+04	+1.92381e+03	+4.33314e+00	+1.07548e-01	+4.07729e+01	+4.21905e+00	-1.21674e+04	+1.73801e+04
+1.35400e+04	+1.92349e+03	+4.33330e+00	+1.07561e-01	+4.09135e+01	+4.21921e+00	-1.23027e+04	+1.73686e+04
+1.35410e+04	+1.92317e+03	+4.33346e+00	+1.07574e-01	+4.10537e+01	+4.21938e+00	-1.24373e+04	+1.73563e+04
+1.35420e+04	+1.92285e+03	+4.33362e+00	+1.07588e-01	+4.11933e+01	+4.21955e+00	-1.25715e+04	+1.73433e+04
+1.35430e+04	+1.92254e+03	+4.33379e+00	+1.07602e-01	+4.13323e+01	+4.21973e+00	-1.27051e+04	+1.73295e+04
+1.35440e+04	+1.92222e+03	+4.33397e+00	+1.07615e-01	+4.14708e+01	+4.21991e+00	-1.28382e+04	+1.73151e+04
+1.35450e+04	+1.92191e+03	+4.33415e+00	+1.07629e-01	+4.16087e+01	+4.22010e+00	-1.29708e+04	+1.72999e+04
+1.35460e+04	+1.92160e+03	+4.33433e+00	+1.07643e-01	+4.17461e+01	+4.22029e+00	-1.31029e+04	+1.72840e+04
+1.35470e+04	+1.92128e+03	+4.33453e+00	+1.07657e-01	+4.18829e+01	+4.22049e+00	-1.32344e+04	+1.72674e+04
+1.35480e+04	+1.92097e+03	+4.33472e+00	+1.07671e-01	+4.20192e+01	+4.22069e+00	-1.33654e+04	+1.72502e+04
+1.35490e+04	+1.92066e+03	+4.33492e+00	+1.07685e-01	+4.21549e+01	+4.22090e+00	-1.34958e+04	+1.72322e+04
+1.35500e+04	+1.92036e+03	+4.33513e+00	+1.07700e-01	+4.22901e+01	+4.22111e+00	-1.36258e+04	+1.72136e+04
+1.35510e+04	+1.92005e+03	+4.33534e+00	+1.07714e-01	+4.24247e+01	+4.22133e+00	-1.37552e+04	+1.71943e+04
+1.35520e+04	+1.91974e+03	+4.33555e+00	+1.07729e-01	+4.25587e+01	+4.22155e+00	-1.38840e+04	+1.71743e+04
+1.35530e+04	+1.91944e+03	+4.33577e+00	+1.07743e-01	+4.26922e+01	+4.22178e+00	-1.40124e+04	+1.71537e+04
+1.35540e+04	+1.91913e+03	+4.33600e+00	+1.07758e-01	+4.28251e+01	+4.22201e+00	-1.41402e+04	+1.71324e+04
+1.35550e+04	+1.91883e+03	+4.33623e+00	+1.07772e-01	+4.29575e+01	+4.22224e+00	-1.42675e+04	+1.71105e+04
+1.35560e+04	+1.91853e+03	+4.33646e+00	+1.07787e-01	+4.30893e+01	+4.22248e+00	-1.43942e+04	+1.70879e+04
+1.35570e+04	+1.91823e+03	+4.33670e+00	+1.07802e-01	+4.32206e+01	+4.22272e+00	-1.45204e+04	+1.70648e+04
+1.35580e+04	+1.91793e+03	+4.33694e+00	+1.07817e-01	+4.33513e+01	+4.22297e+00	-1.46461e+04	+1.70410e+04
+1.35590e+04	+1.91763e+03	+4.33719e+00	+1.07832e-01	+4.34814e+01	+4.22322e+00	-1.47712e+04	+1.70165e+04
+1.35600e+04	+1.91733e+03	+4.33744e+00	+1.07847e-01	+4.36110e+01	+4.22348e+00	-1.48959e+04	+1.69915e+04
+1.35610e+04	+1.91704e+03	+4.33770e+00	+1.07863e-01	+4.37400e+01	+4.22374e+00	-1.50199e+04	+1.69658e+04
+1.35620e+04	+1.91674e+03	+4.33796e+00	+1.07878e-01	+4.38684e+01	+4.22400e+00	-1.51435e+04	+1.69396e+04
+1.35630e+04	+1.91645e+03	+4.33822e+00	+1.07893e-01	+4.39963e+01	+4.22427e+00	-1.52665e+04	+1.69128e+04
+1.35640e+04	+1.91615e+03	+4.33849e+00	+1.07909e-01	+4.41237e+01	+4.22454e+00	-1.53890e+04	+1.68853e+04
+1.35650e+04	+1.91586e+03	+4.33876e+00	+1.07924e-01	+4.42505e+01	+4.22482e+00	-1.55110e+04	+1.68573e+04
+1.35660e+04	+1.91557e+03	+4.33904e+00	+1.07940e-01	+4.43767e+01	+4.22510e+00	-1.56324e+04	+1.68287e+04
+1.35670e+04	+1.91528e+03	+4.33931e+00	+1.07955e-01	+4.45023e+01	+4.22538e+00	-1.57533e+04	+1.67996e+04
+1.35680e+04	+1.91499e+03	+4.33960e+00	+1.07971e-01	+4.46274e+01	+4.22567e+00	-1.58737e+04	+1.67698e+04
+1.35690e+04	+1.91470e+03	+4.33989e+00	+1.07987e-01	+4.47520e+01	+4.22596e+00	-1.59935e+04	+1.67395e+04
+1.35700e+04	+1.91441e+03	+4.34018e+00	+1.08003e-01	+4.48759e+01	+4.22625e+00	-1.61128e+04	+1.67087e+04
+1.35710e+04	+1.91412e+03	+4.34047e+00	+1.08019e-01	+4.49994e+01	+4.22655e+00	-1.62316e+04	+1.66773e+04
+1.35720e+04	+1.91383e+03	+4.34077e+00	+1.08035e-01	+4.51222e+01	+4.22685e+00	-1.63498e+04	+1.66454e+04
+1.35730e+04	+1.91355e+03	+4.34107e+00	+1.08051e-01	+4.52445e+01	+4.22716e+00	-1.64675e+04	+1.66129e+04
+1.35740e+04	+1.91326e+03	+4.34138e+00	+1.08067e-01	+4.53663e+01	+4.22746e+00	-1.65847e+04	+1.65799e+04
+1.35750e+04	+1.91298e+03	+4.34169e+00	+1.08083e-01	+4.54874e+01	+4.22778e+00	-1.67014e+04	+1.65463e+04
+1.35760e+04	+1.91270e+03	+4.34200e+00	+1.08100e-01	+4.56081e+01	+4.22809e+00	-1.68175e+04	+1.65122e+04
+1.35770e+04	+1.91241e+03	+4.34232e+00	+1.08116e-01	+4.57281e+01	+4.22841e+00	-1.69331e+04	+1.64777e+04
+1.35780e+04	+1.91213e+03	+4.34264e+00	+1.08132e-01	+4.58476e+01	+4.22873e+00	-1.70482e+04	+1.64426e+04
+1.35790e+04	+1.91185e+03	+4.34296e+00	+1.08149e-01	+4.59666e+01	+4.22906e+00	-1.71627e+04	+1.64069e+04
+1.35800e+04	+1.91157e+03	+4.34329e+00	+1.08165e-01	+4.60850e+01	+4.22938e+00	-1.72767e+04	+1.63708e+04
+1.35810e+04	+1.91129e+03	+4.34362e+00	+1.08182e-01	+4.62028e+01	+4.22972e+00	-1.73902e+04	+1.63342e+04
+1.35820e+04	+1.91101e+03	+4.34395e+00	+1.08199e-01	+4.63201e+01	+4.23005e+00	-1.75032e+04	+1.62971e+04
+1.35830e+04	+1.91074e+03	+4.34428e+00	+1.08215e-01	+4.64368e+01	+4.23039e+00	-1.76156e+04	+1.62595e+04
+1.35840e+04	+1.91046e+03	+4.34462e+00	+1.08232e-01	+4.65530e+01	+4.23073e+00	-1.77275e+04	+1.62214e+04
+1.35850e+04	+1.91018e+03	+4.34497e+00	+1.08249e-01	+4.66686e+01	+4.23107e+00	-1.78389e+04	+1.61828e+04
+1.35860e+04	+1.90991e+03	+4.34531e+00	+1.08266e-01	+4.67837e+01	+4.23142e+00	-1.79497e+04	+1.61438e+04
+1.35870e+04	+1.90963e+03	+4.34566e+00	+1.08283e-01	+4.68982e+01	+4.23177e+00	-1.80600e+04	+1.61043e+04
+1.35880e+04	+1.90936e+03	+4.34601e+00	+1.08300e-01	+4.70121e+01	+4.23212e+00	-1.81698e+04	+1.60643e+04
+1.35890e+04	+1.90908e+03	+4.34637e+00	+1.08317e-01	+4.71255e+01	+4.23248e+00	-1.82791e+04	+1.60238e+04
+1.35900e+04	+1.90881e+03	+4.34673e+00	+1.08334e-01	+4.72383e+01	+4.23284e+00	-1.83879e+04	+1.59829e+04
+1.35910e+04	+1.90854e+03	+4.34709e+00	+1.08351e-01	+4.73506e+01	+4.23320e+00	-1.84961e+04	+1.59415e+04
+1.35920e+04	+1.90827e+03	+4.34745e+00	+1.08369e-01	+4.74623e+01	+4.23356e+00	-1.86038e+04	+1.58997e+04
+1.35930e+04	+1.90800e+03	+4.34782e+00	+1.08386e-01	+4.75735e+01	+4.23393e+00	-1.87110e+04	+1.58575e+04
+1.35940e+04	+1.90773e+03	+4.34819e+00	+1.08403e-01	+4.76841e+01	+4.23430e+00	-1.88176e+04	+1.58148e+04
+1.35950e+04	+1.90746e+03	+4.34856e+00	+1.08421e-01	+4.77942e+01	+4.23467e+00	-1.89238e+04	+1.57716e+04
+1.35960e+04	+1.90719e+03	+4.34893e+00	+1.08438e-01	+4.79037e+01	+4.23505e+00	-1.90294e+04	+1.57280e+04
+1.35970e+04	+1.90692e+03	+4.34931e+00	+1.08456e-01	+4.80127e+01	+4.23543e+00	-1.91345e+04	+1.56840e+04
+1.35980e+04	+1.90666e+03	+4.34969e+00	+1.08473e-01	+4.81211e+01	+4.23581e+00	-1.92390e+04	+1.56396e+04
+1.35990e+04	+1.90639e+03	+4.35008e+00	+1.08491e-01	+4.82290e+01	+4.23619e+00	-1.93431e+04	+1.55947e+04
+1.36000e+04	+1.90612e+03	+4.35046e+00	+1.08509e-01	+4.83363e+01	+4.23658e+00	-1.94466e+04	+1.55494e+04
+1.36010e+04	+1.90586e+03	+4.35085e+00	+1.08526e-01	+4.84431e+01	+4.23697e+00	-1.95496e+04	+1.55037e+04
+1.36020e+04	+1.90559e+03	+4.35124e+00	+1.08544e-01	+4.85493e+01	+4.23736e+00	-1.96521e+04	+1.54576e+04
+1.36030e+04	+1.90533e+03	+4.35163e+00	+1.08562e-01	+4.86550e+01	+4.23775e+00	-1.97541e+04	+1.54111e+04
+1.36040e+04	+1.90506e+03	+4.35203e+00	+1.08580e-01	+4.87601e+01	+4.23815e+00	-1.98556e+04	+1.53642e+04
+1.36050e+04	+1.90480e+03	+4.35243e+00	+1.08598e-01	+4.88647e+01	+4.23854e+00	-1.99565e+04	+1.53169e+04
+1.36060e+04	+1.90454e+03	+4.35283e+00	+1.08616e-01	+4.89687e+01	+4.23894e+00	-2.00570e+04	+1.52692e+04
+1.36070e+04	+1.90428e+03	+4.35323e+00	+1.08634e-01	+4.90722e+01	+4.23935e+00	-2.01569e+04	+1.52211e+04
+1.36080e+04	+1.90402e+03	+4.35364e+00	+1.08652e-01	+4.91752e+01	+4.23975e+00	-2.02563e+04	+1.51726e+04
+1.36090e+04	+1.90376e+03	+4.35405e+00	+1.08670e-01	+4.92775e+01	+4.24016e+00	-2.03552e+04	+1.51237e+04
+1.36100e+04	+1.90350e+03	+4.35446e+00	+1.08688e-01	+4.93794e+01	+4.24057e+00	-2.04535e+04	+1.50744e+04
+1.36110e+04	+1.90324e+03	+4.35487e+00	+1.08706e-01	+4.94807e+01	+4.24098e+00	-2.05514e+04	+1.50248e+04
+1.36120e+04	+1.90298e+03	+4.35529e+00	+1.08724e-01	+4.95815e+01	+4.24140e+00	-2.06487e+04	+1.49748e+04
+1.36130e+04	+1.90272e+03	+4.35571e+00	+1.08743e-01	+4.96817e+01	+4.24181e+00	-2.07456e+04	+1.49244e+04
+1.36140e+04	+1.90246e+03	+4.35613e+00	+1.08761e-01	+4.97814e+01	+4.24223e+00	-2.08419e+04	+1.48736e+04
+1.36150e+04	+1.90221e+03	+4.35655e+00	+1.08779e-01	+4.98805e+01	+4.24265e+00	-2.09377e+04	+1.48225e+04
+1.36160e+04	+1.90195e+03	+4.35697e+00	+1.08798e-01	+4.99791e+01	+4.24308e+00	-2.10330e+04	+1.47710e+04
+1.36170e+04	+1.90169e+03	+4.35740e+00	+1.08816e-01	+5.00772e+01	+4.24350e+00	-2.11278e+04	+1.47192e+04
+1.36180e+04	+1.90144e+03	+4.35783e+00	+1.08835e-01	+5.01747e+01	+4.24393e+00	-2.12220e+04	+1.46670e+04
+1.36190e+04	+1.90118e+03	+4.35826e+00	+1.08853e-01	+5.02717e+01	+4.24436e+00	-2.13158e+04	+1.46145e+04
+1.36200e+04	+1.90093e+03	+4.35869e+00	+1.08872e-01	+5.03681e+01	+4.24479e+00	-2.14091e+04	+1.45616e+04
+1.36210e+04	+1.90067e+03	+4.35913e+00	+1.08890e-01	+5.04640e+01	+4.24522e+00	-2.15018e+04	+1.45083e+04
+1.36220e+04	+1.90042e+03	+4.35956e+00	+1.08909e-01	+5.05594e+01	+4.24566e+00	-2.15941e+04	+1.44547e+04
+1.36230e+04	+1.90017e+03	+4.36000e+00	+1.08928e-01	+5.06542e+01	+4.24610e+00	-2.16858e+04	+1.44008e+04
+1.36240e+04	+1.89991e+03	+4.36045e+00	+1.08946e-01	+5.07485e+01	+4.24654e+00	-2.17770e+04	+1.43466e+04
+1.36250e+04	+1.89966e+03	+4.36089e+00	+1.08965e-01	+5.08423e+01	+4.24698e+00	-2.18678e+04	+1.42920e+04
+1.36260e+04	+1.89941e+03	+4.36133e+00	+1.08984e-01	+5.09355e+01	+4.24742e+00	-2.19580e+04	+1.42371e+04
+1.36270e+04	+1.89916e+03	+4.36178e+00	+1.09003e-01	+5.10282e+01	+4.24787e+00	-2.20477e+04	+1.41818e+04
+1.36280e+04	+1.89891e+03	+4.36223e+00	+1.09022e-01	+5.11203e+01	+4.24831e+00	-2.21369e+04	+1.41262e+04
+1.36290e+04	+1.89866e+03	+4.36268e+00	+1.09041e-01	+5.12119e+01	+4.24876e+00	-2.22256e+04	+1.40703e+04
+1.36300e+04	+1.89841e+03	+4.36314e+00	+1.09060e-01	+5.13030e+01	+4.24921e+00	-2.23138e+04	+1.40141e+04
+1.36310e+04	+1.89816e+03	+4.36359e+00	+1.09079e-01	+5.13936e+01	+4.24967e+00	-2.24015e+04	+1.39576e+04
+1.36320e+04	+1.89791e+03	+4.36405e+00	+1.09098e-01	+5.14836e+01	+4.25012e+00	-2.24887e+04	+1.39008e+04
+1.36330e+04	+1.89766e+03	+4.36451e+00	+1.09117e-01	+5.15731e+01	+4.25058e+00	-2.25754e+04	+1.38436e+04
+1.36340e+04	+1.89742e+03	+4.36497e+00	+1.09136e-01	+5.16620e+01	+4.25103e+00	-2.26616e+04	+1.37861e+04
+1.36350e+04	+1.89717e+03	+4.36543e+00	+1.09155e-01	+5.17505e+01	+4.25149e+00	-2.27473e+04	+1.37284e+04
+1.36360e+04	+1.89692e+03	+4.36589e+00	+1.09174e-01	+5.18384e+01	+4.25196e+00	-2.28325e+04	+1.36703e+04
+1.36370e+04	+1.89668e+03	+4.36636e+00	+1.09193e-01	+5.19257e+01	+4.25242e+00	-2.29172e+04	+1.36120e+04
+1.36380e+04	+1.89643e+03	+4.36683e+00	+1.09212e-01	+5.20126e+01	+4.25288e+00	-2.30014e+04	+1.35533e+04
+1.36390e+04	+1.89618e+03	+4.36729e+00	+1.09232e-01	+5.20989e+01	+4.25335e+00	-2.30851e+04	+1.34944e+04
+1.36400e+04	+1.89594e+03	+4.36777e+00	+1.09251e-01	+5.21847e+01	+4.25382e+00	-2.31683e+04	+1.34351e+04
+1.36410e+04	+1.89569e+03	+4.36824e+00	+1.09270e-01	+5.22699e+01	+4.25429e+00	-2.32511e+04	+1.33756e+04
+1.36420e+04	+1.89545e+03	+4.36871e+00	+1.09290e-01	+5.23547e+01	+4.25476e+00	-2.33333e+04	+1.33158e+04
+1.36430e+04	+1.89521e+03	+4.36919e+00	+1.09309e-01	+5.24389e+01	+4.25523e+00	-2.34150e+04	+1.32557e+04
+1.36440e+04	+1.89496e+03	+4.36967e+00	+1.09328e-01	+5.25225e+01	+4.25571e+00	-2.34962e+04	+1.31953e+04
+1.36450e+04	+1.89472e+03	+4.37015e+00	+1.09348e-01	+5.26057e+01	+4.25618e+00	-2.35769e+04	+1.31346e+04
+1.36460e+04	+1.89448e+03	+4.37063e+00	+1.09367e-01	+5.26883e+01	+4.25666e+00	-2.36572e+04	+1.30737e+04
+1.36470e+04	+1.89424e+03	+4.37111e+00	+1.09387e-01	+5.27705e+01	+4.25714e+00	-2.37369e+04	+1.30125e+04
+1.36480e+04	+1.89399e+03	+4.37159e+00	+1.09406e-01	+5.28520e+01	+4.25762e+00	-2.38162e+04	+1.29510e+04
+1.36490e+04	+1.89375e+03	+4.37208e+00	+1.09426e-01	+5.29331e+01	+4.25810e+00	-2.38949e+04	+1.28893e+04
+1.36500e+04	+1.89351e+03	+4.37256e+00	+1.09446e-01	+5.30137e+01	+4.25858e+00	-2.39732e+04	+1.28273e+04
+1.36510e+04	+1.89327e+03	+4.37305e+00	+1.09465e-01	+5.30937e+01	+4.25907e+00	-2.40510e+04	+1.27650e+04
+1.36520e+04	+1.89303e+03	+4.37354e+00	+1.09485e-01	+5.31732e+01	+4.25956e+00	-2.41282e+04	+1.27025e+04
+1.36530e+04	+1.89279e+03	+4.37403e+00	+1.09505e-01	+5.32522e+01	+4.26004e+00	-2.42050e+04	+1.26397e+04
+1.36540e+04	+1.89255e+03	+4.37453e+00	+1.09524e-01	+5.33306e+01	+4.26053e+00	-2.42813e+04	+1.25766e+04
+1.36550e+04	+1.89231e+03	+4.37502e+00	+1.09544e-01	+5.34086e+01	+4.26102e+00	-2.43571e+04	+1.25133e+04
+1.36560e+04	+1.89207e+03	+4.37552e+00	+1.09564e-01	+5.34860e+01	+4.26151e+00	-2.44325e+04	+1.24498e+04
+1.36570e+04	+1.89183e+03	+4.37601e+00	+1.09584e-01	+5.35629e+01	+4.26201e+00	-2.45073e+04	+1.23860e+04
+1.36580e+04	+1.89160e+03	+4.37651e+00	+1.09603e-01	+5.36393e+01	+4.26250e+00	-2.45817e+04	+1.23219e+04
+1.36590e+04	+1.89136e+03	+4.37701e+00	+1.09623e-01	+5.37152e+01	+4.26300e+00	-2.46555e+04	+1.22577e+04
+1.36600e+04	+1.89112e+03	+4.37751e+00	+1.09643e-01	+5.37905e+01	+4.26350e+00	-2.47289e+04	+1.21931e+04
+1.36610e+04	+1.89088e+03	+4.37802e+00	+1.09663e-01	+5.38654e+01	+4.26399e+00	-2.48018e+04	+1.21284e+04
+1.36620e+04	+1.89065e+03	+4.37852e+00	+1.09683e-01	+5.39397e+01	+4.26449e+00	-2.48742e+04	+1.20634e+04
+1.36630e+04	+1.89041e+03	+4.37902e+00	+1.09703e-01	+5.40135e+01	+4.26500e+00	-2.49461e+04	+1.19981e+04
+1.36640e+04	+1.89018e+03	+4.37953e+00	+1.09723e-01	+5.40868e+01	+4.26550e+00	-2.50176e+04	+1.19326e+04
+1.36650e+04	+1.88994e+03	+4.38004e+00	+1.09743e-01	+5.41596e+01	+4.26600e+00	-2.50885e+04	+1.18669e+04
+1.36660e+04	+1.88970e+03	+4.38055e+00	+1.09763e-01	+5.42319e+01	+4.26651e+00	-2.51590e+04	+1.18010e+04
+1.36670e+04	+1.88947e+03	+4.38106e+00	+1.09783e-01	+5.43037e+01	+4.26701e+00	-2.52290e+04	+1.17348e+04
+1.36680e+04	+1.88923e+03	+4.38157e+00	+1.09803e-01	+5.43749e+01	+4.26752e+00	-2.52985e+04	+1.16685e+04
